Universityname,uid,Location ,Fee,GRE,IELTS,TOEFL,Percentage,Y/N
Georgia Tech University,6,Georgia,42300,293,6.0,115,87,0
Georgia Tech University,6,Georgia,42300,336,6.5,75,79,1
Georgia Tech University,6,Georgia,42300,291,8.5,71,76,0
Georgia Tech University,6,Georgia,42300,317,7.0,82,74,1
Georgia Tech University,6,Georgia,42300,333,8.0,116,87,0
Georgia Tech University,6,Georgia,42300,311,8.5,91,90,1
Georgia Tech University,6,Georgia,42300,322,8.5,73,81,1
Georgia Tech University,6,Georgia,42300,292,5.5,78,77,0
Georgia Tech University,6,Georgia,42300,300,7.5,81,80,0
Georgia Tech University,6,Georgia,42300,310,5.5,84,76,0
Georgia Tech University,6,Georgia,42300,298,9.0,87,77,1
Georgia Tech University,6,Georgia,42300,319,7.0,76,90,0
Georgia Tech University,6,Georgia,42300,330,6.0,103,83,0
Georgia Tech University,6,Georgia,42300,333,7.0,83,61,0
Georgia Tech University,6,Georgia,42300,339,5.0,83,92,1
Georgia Tech University,6,Georgia,42300,298,7.0,87,94,0
Georgia Tech University,6,Georgia,42300,333,5.5,98,75,0
Georgia Tech University,6,Georgia,42300,308,6.0,71,64,1
Georgia Tech University,6,Georgia,42300,311,8.0,93,91,1
Georgia Tech University,6,Georgia,42300,311,8.0,104,70,0
Georgia Tech University,6,Georgia,42300,334,7.0,92,95,0
Georgia Tech University,6,Georgia,42300,296,6.5,94,72,1
Georgia Tech University,6,Georgia,42300,315,5.0,73,61,0
Georgia Tech University,6,Georgia,42300,297,6.5,120,84,1
Georgia Tech University,6,Georgia,42300,304,7.5,96,93,0
Georgia Tech University,6,Georgia,42300,326,9.0,106,92,0
Georgia Tech University,6,Georgia,42300,292,5.5,89,69,0
Georgia Tech University,6,Georgia,42300,318,6.0,86,66,0
University of Illinois Urbana Champaign,7,llinois,44765,304,7.0,81,74,1
University of Illinois Urbana Champaign,7,llinois,44765,308,8.0,107,78,1
University of Illinois Urbana Champaign,7,llinois,44765,320,5.5,74,77,1
University of Illinois Urbana Champaign,7,llinois,44765,295,7.5,117,67,0
University of Illinois Urbana Champaign,7,llinois,44765,311,7.0,103,60,1
University of Illinois Urbana Champaign,7,llinois,44765,316,5.5,81,88,0
University of Illinois Urbana Champaign,7,llinois,44765,321,5.0,74,67,1
University of Illinois Urbana Champaign,7,llinois,44765,303,6.0,119,78,1
University of Illinois Urbana Champaign,7,llinois,44765,336,5.5,108,90,0
University of Illinois Urbana Champaign,7,llinois,44765,331,5.5,91,68,1
University of Illinois Urbana Champaign,7,llinois,44765,325,9.0,88,75,1
University of Illinois Urbana Champaign,7,llinois,44765,302,7.0,106,76,1
University of Illinois Urbana Champaign,7,llinois,44765,322,5.0,76,86,1
University of Illinois Urbana Champaign,7,llinois,44765,318,7.5,118,95,0
University of Illinois Urbana Champaign,7,llinois,44765,307,6.5,96,86,0
University of Illinois Urbana Champaign,7,llinois,44765,316,5.0,107,80,0
University of Illinois Urbana Champaign,7,llinois,44765,328,8.0,75,76,0
University of Illinois Urbana Champaign,7,llinois,44765,309,5.5,101,89,0
University of Illinois Urbana Champaign,7,llinois,44765,329,7.5,97,61,1
University of Illinois Urbana Champaign,7,llinois,44765,337,7.5,118,88,1
University of Illinois Urbana Champaign,7,llinois,44765,290,5.0,112,72,1
University of Illinois Urbana Champaign,7,llinois,44765,333,9.0,84,68,1
University of Illinois Urbana Champaign,7,llinois,44765,313,6.5,104,81,0
University of Illinois Urbana Champaign,7,llinois,44765,297,8.5,112,83,0
University of Illinois Urbana Champaign,7,llinois,44765,310,6.0,100,78,1
University of Illinois Urbana Champaign,7,llinois,44765,305,8.0,98,69,0
University of Illinois Urbana Champaign,7,llinois,44765,298,5.5,85,86,0
University of Illinois Urbana Champaign,7,llinois,44765,321,6.5,89,74,0
University of Illinois Urbana Champaign,7,llinois,44765,301,9.0,112,86,1
University of Illinois Urbana Champaign,7,llinois,44765,330,6.5,97,83,0
University of Illinois Urbana Champaign,7,llinois,44765,339,6.0,71,64,0
University of Illinois Urbana Champaign,7,llinois,44765,306,6.5,97,62,1
University of Illinois Urbana Champaign,7,llinois,44765,312,7.0,93,92,0
University of Illinois Urbana Champaign,7,llinois,44765,334,9.0,88,73,0
University of Illinois Urbana Champaign,7,llinois,44765,325,6.0,72,62,1
University of Illinois Urbana Champaign,7,llinois,44765,322,8.0,109,88,0
University of Illinois Urbana Champaign,7,llinois,44765,302,9.0,113,88,0
University of Illinois Urbana Champaign,7,llinois,44765,313,9.0,116,71,1
University of Illinois Urbana Champaign,7,llinois,44765,295,5.5,96,86,1
University of Illinois Urbana Champaign,7,llinois,44765,314,5.0,103,62,0
University of Illinois Urbana Champaign,7,llinois,44765,331,9.0,118,85,1
University of Illinois Urbana Champaign,7,llinois,44765,297,7.0,87,82,1
University of Illinois Urbana Champaign,7,llinois,44765,327,8.5,91,84,1
University of Illinois Urbana Champaign,7,llinois,44765,314,6.5,111,76,0
University of Illinois Urbana Champaign,7,llinois,44765,332,7.0,96,63,1
University of Illinois Urbana Champaign,7,llinois,44765,303,9.0,118,85,1
University of Illinois Urbana Champaign,7,llinois,44765,334,7.0,111,61,0
University of Illinois Urbana Champaign,7,llinois,44765,318,7.5,77,66,1
University of Illinois Urbana Champaign,7,llinois,44765,333,8.5,80,82,1
University of Illinois Urbana Champaign,7,llinois,44765,294,5.0,78,89,1
University of Illinois Urbana Champaign,7,llinois,44765,318,6.0,113,86,1
University of Illinois Urbana Champaign,7,llinois,44765,340,8.5,76,78,0
University of Illinois Urbana Champaign,7,llinois,44765,308,6.0,102,93,1
University of Illinois Urbana Champaign,7,llinois,44765,329,8.0,70,77,0
University of Illinois Urbana Champaign,7,llinois,44765,299,6.0,74,89,1
University of Illinois Urbana Champaign,7,llinois,44765,308,6.5,114,81,1
University of Illinois Urbana Champaign,7,llinois,44765,290,5.5,87,88,0
University of Illinois Urbana Champaign,7,llinois,44765,297,7.5,115,67,1
University of Illinois Urbana Champaign,7,llinois,44765,322,5.5,120,78,1
University of Illinois Urbana Champaign,7,llinois,44765,307,8.0,117,73,0
University of Illinois Urbana Champaign,7,llinois,44765,292,7.0,118,88,1
University of Illinois Urbana Champaign,7,llinois,44765,325,6.5,109,81,0
University of Illinois Urbana Champaign,7,llinois,44765,318,9.0,111,70,0
University of Illinois Urbana Champaign,7,llinois,44765,332,8.5,71,62,1
University of Illinois Urbana Champaign,7,llinois,44765,294,9.0,90,90,1
University of Illinois Urbana Champaign,7,llinois,44765,307,6.5,107,72,1
University of Illinois Urbana Champaign,7,llinois,44765,314,7.0,89,66,0
University of Illinois Urbana Champaign,7,llinois,44765,293,9.0,89,65,1
University of Illinois Urbana Champaign,7,llinois,44765,337,6.0,86,74,1
University of Illinois Urbana Champaign,7,llinois,44765,340,5.0,93,71,0
University of Illinois Urbana Champaign,7,llinois,44765,318,9.0,92,66,1
University of Illinois Urbana Champaign,7,llinois,44765,332,5.5,103,61,0
University of Illinois Urbana Champaign,7,llinois,44765,306,6.5,120,90,1
University of Illinois Urbana Champaign,7,llinois,44765,322,6.0,85,89,1
University of Illinois Urbana Champaign,7,llinois,44765,338,5.5,109,90,1
University of Illinois Urbana Champaign,7,llinois,44765,318,5.5,83,62,0
University of Illinois Urbana Champaign,7,llinois,44765,317,6.0,103,67,1
University of Illinois Urbana Champaign,7,llinois,44765,296,7.0,82,83,1
University of Illinois Urbana Champaign,7,llinois,44765,319,6.5,90,89,1
University of Illinois Urbana Champaign,7,llinois,44765,339,7.5,76,87,0
University of Illinois Urbana Champaign,7,llinois,44765,292,6.5,97,89,1
Purdue University- West Lafayette,8,Indiana,30804,324,5.5,117,68,0
Purdue University- West Lafayette,8,Indiana,30804,313,5.0,113,82,1
Purdue University- West Lafayette,8,Indiana,30804,301,8.5,90,85,0
Purdue University- West Lafayette,8,Indiana,30804,295,9.0,77,85,1
Purdue University- West Lafayette,8,Indiana,30804,296,7.0,120,79,0
Purdue University- West Lafayette,8,Indiana,30804,305,5.0,89,63,0
Purdue University- West Lafayette,8,Indiana,30804,330,6.5,89,92,1
Purdue University- West Lafayette,8,Indiana,30804,307,7.0,90,78,0
Purdue University- West Lafayette,8,Indiana,30804,313,5.0,118,92,0
Purdue University- West Lafayette,8,Indiana,30804,313,6.0,111,75,1
Purdue University- West Lafayette,8,Indiana,30804,329,8.5,117,90,1
Purdue University- West Lafayette,8,Indiana,30804,325,6.5,109,90,0
Purdue University- West Lafayette,8,Indiana,30804,306,9.0,114,75,0
Purdue University- West Lafayette,8,Indiana,30804,326,7.5,70,82,0
Purdue University- West Lafayette,8,Indiana,30804,301,8.0,88,68,0
Purdue University- West Lafayette,8,Indiana,30804,309,8.5,99,66,1
Purdue University- West Lafayette,8,Indiana,30804,327,5.5,102,60,1
Purdue University- West Lafayette,8,Indiana,30804,309,5.0,83,82,1
Purdue University- West Lafayette,8,Indiana,30804,319,7.5,110,65,1
Purdue University- West Lafayette,8,Indiana,30804,327,7.5,118,61,1
Purdue University- West Lafayette,8,Indiana,30804,323,6.0,96,62,1
Purdue University- West Lafayette,8,Indiana,30804,295,7.0,93,79,0
Purdue University- West Lafayette,8,Indiana,30804,329,6.5,109,84,0
Purdue University- West Lafayette,8,Indiana,30804,317,6.5,70,91,1
Purdue University- West Lafayette,8,Indiana,30804,324,8.5,113,85,1
Purdue University- West Lafayette,8,Indiana,30804,319,6.0,92,62,0
Purdue University- West Lafayette,8,Indiana,30804,311,7.5,83,66,0
Purdue University- West Lafayette,8,Indiana,30804,317,5.0,74,76,0
Purdue University- West Lafayette,8,Indiana,30804,340,9.0,103,74,0
Purdue University- West Lafayette,8,Indiana,30804,339,7.5,71,64,1
Purdue University- West Lafayette,8,Indiana,30804,303,5.0,75,85,0
Purdue University- West Lafayette,8,Indiana,30804,328,8.5,79,82,0
Purdue University- West Lafayette,8,Indiana,30804,332,7.0,110,84,0
Purdue University- West Lafayette,8,Indiana,30804,305,9.0,109,65,0
Purdue University- West Lafayette,8,Indiana,30804,318,6.0,70,88,0
Purdue University- West Lafayette,8,Indiana,30804,310,8.0,83,61,1
Purdue University- West Lafayette,8,Indiana,30804,297,9.0,114,63,0
Purdue University- West Lafayette,8,Indiana,30804,340,6.0,93,94,1
Purdue University- West Lafayette,8,Indiana,30804,324,9.0,115,68,0
Purdue University- West Lafayette,8,Indiana,30804,318,5.0,114,75,1
Purdue University- West Lafayette,8,Indiana,30804,303,9.0,119,64,0
Purdue University- West Lafayette,8,Indiana,30804,307,6.5,72,75,1
Purdue University- West Lafayette,8,Indiana,30804,321,6.5,86,61,1
Purdue University- West Lafayette,8,Indiana,30804,311,6.0,74,81,1
Purdue University- West Lafayette,8,Indiana,30804,333,7.5,99,70,1
Purdue University- West Lafayette,8,Indiana,30804,295,6.5,116,95,0
Purdue University- West Lafayette,8,Indiana,30804,313,7.0,107,81,1
Purdue University- West Lafayette,8,Indiana,30804,314,7.5,85,79,1
Purdue University- West Lafayette,8,Indiana,30804,310,6.5,120,71,1
Purdue University- West Lafayette,8,Indiana,30804,292,5.0,92,85,1
Purdue University- West Lafayette,8,Indiana,30804,291,6.0,116,79,0
Purdue University- West Lafayette,8,Indiana,30804,327,8.5,108,87,1
Purdue University- West Lafayette,8,Indiana,30804,319,6.0,111,83,1
Purdue University- West Lafayette,8,Indiana,30804,321,9.0,98,92,0
Purdue University- West Lafayette,8,Indiana,30804,303,7.0,109,88,1
Purdue University- West Lafayette,8,Indiana,30804,336,6.0,79,71,1
Purdue University- West Lafayette,8,Indiana,30804,325,5.0,83,60,0
Purdue University- West Lafayette,8,Indiana,30804,298,5.5,70,87,0
Purdue University- West Lafayette,8,Indiana,30804,330,7.0,100,83,1
Purdue University- West Lafayette,8,Indiana,30804,310,5.0,84,71,1
Purdue University- West Lafayette,8,Indiana,30804,333,5.0,90,86,1
Purdue University- West Lafayette,8,Indiana,30804,316,5.0,108,91,1
Purdue University- West Lafayette,8,Indiana,30804,332,8.0,117,61,1
Purdue University- West Lafayette,8,Indiana,30804,297,7.5,79,73,0
Purdue University- West Lafayette,8,Indiana,30804,340,7.0,104,81,0
Purdue University- West Lafayette,8,Indiana,30804,329,5.5,116,60,0
Purdue University- West Lafayette,8,Indiana,30804,314,5.5,104,84,1
Purdue University- West Lafayette,8,Indiana,30804,330,6.0,113,85,1
Purdue University- West Lafayette,8,Indiana,30804,332,9.0,78,81,1
Purdue University- West Lafayette,8,Indiana,30804,290,6.5,72,90,1
Purdue University- West Lafayette,8,Indiana,30804,335,5.5,94,80,1
Purdue University- West Lafayette,8,Indiana,30804,329,5.0,74,82,0
Purdue University- West Lafayette,8,Indiana,30804,333,8.0,74,84,0
Purdue University- West Lafayette,8,Indiana,30804,331,7.5,104,79,1
Purdue University- West Lafayette,8,Indiana,30804,328,9.0,114,80,0
Purdue University- West Lafayette,8,Indiana,30804,307,7.0,86,73,0
Purdue University- West Lafayette,8,Indiana,30804,340,6.0,99,69,0
Purdue University- West Lafayette,8,Indiana,30804,339,8.0,73,89,0
Purdue University- West Lafayette,8,Indiana,30804,332,8.0,75,88,0
Purdue University- West Lafayette,8,Indiana,30804,296,5.5,72,63,1
Purdue University- West Lafayette,8,Indiana,30804,332,5.0,118,82,1
Iowa State University,9,Iowa,22598,314,8.5,108,91,0
Iowa State University,9,Iowa,22598,315,8.0,115,84,0
Iowa State University,9,Iowa,22598,299,7.5,94,87,0
Iowa State University,9,Iowa,22598,322,6.0,120,93,1
Iowa State University,9,Iowa,22598,329,6.0,86,64,1
Iowa State University,9,Iowa,22598,298,6.5,82,76,1
Iowa State University,9,Iowa,22598,326,5.5,76,89,0
Iowa State University,9,Iowa,22598,307,8.5,98,77,0
Iowa State University,9,Iowa,22598,310,7.5,86,80,1
Iowa State University,9,Iowa,22598,296,7.5,99,83,1
Iowa State University,9,Iowa,22598,323,7.0,74,61,1
Iowa State University,9,Iowa,22598,335,7.0,90,72,0
Iowa State University,9,Iowa,22598,335,5.5,78,86,0
Iowa State University,9,Iowa,22598,317,7.5,105,84,1
Iowa State University,9,Iowa,22598,303,6.0,83,63,1
Iowa State University,9,Iowa,22598,311,7.5,118,76,1
Iowa State University,9,Iowa,22598,338,8.0,86,85,0
Iowa State University,9,Iowa,22598,336,7.0,106,62,1
Iowa State University,9,Iowa,22598,317,8.5,95,84,0
Iowa State University,9,Iowa,22598,316,5.0,96,86,1
Iowa State University,9,Iowa,22598,292,7.0,103,85,0
Iowa State University,9,Iowa,22598,317,9.0,97,85,0
Iowa State University,9,Iowa,22598,299,7.5,73,76,0
Iowa State University,9,Iowa,22598,294,8.5,91,81,1
Iowa State University,9,Iowa,22598,337,7.5,87,61,1
Iowa State University,9,Iowa,22598,326,5.5,104,76,0
Iowa State University,9,Iowa,22598,322,6.5,107,61,1
Iowa State University,9,Iowa,22598,290,6.0,79,86,1
Iowa State University,9,Iowa,22598,323,8.5,91,62,1
Iowa State University,9,Iowa,22598,324,7.5,85,68,0
Iowa State University,9,Iowa,22598,312,8.0,108,90,0
Iowa State University,9,Iowa,22598,302,6.0,86,75,0
Iowa State University,9,Iowa,22598,327,9.0,83,83,1
Iowa State University,9,Iowa,22598,338,8.0,111,93,0
Iowa State University,9,Iowa,22598,303,9.0,74,95,1
Iowa State University,9,Iowa,22598,301,6.0,81,64,0
Iowa State University,9,Iowa,22598,293,7.0,79,62,1
Iowa State University,9,Iowa,22598,315,5.0,99,85,0
Iowa State University,9,Iowa,22598,331,8.0,114,84,0
Iowa State University,9,Iowa,22598,333,9.0,106,82,0
Iowa State University,9,Iowa,22598,294,6.5,78,79,0
Iowa State University,9,Iowa,22598,295,8.5,99,73,1
Iowa State University,9,Iowa,22598,305,6.0,83,78,0
Iowa State University,9,Iowa,22598,317,5.0,84,86,0
Iowa State University,9,Iowa,22598,328,7.0,71,81,0
Iowa State University,9,Iowa,22598,299,6.5,99,60,0
Iowa State University,9,Iowa,22598,295,6.0,84,84,0
Iowa State University,9,Iowa,22598,308,6.0,71,75,1
Iowa State University,9,Iowa,22598,334,7.5,92,68,0
Iowa State University,9,Iowa,22598,329,7.5,87,66,0
Iowa State University,9,Iowa,22598,323,6.5,80,89,1
Iowa State University,9,Iowa,22598,296,7.5,109,76,0
Iowa State University,9,Iowa,22598,293,6.5,120,84,0
